Year,Candidate_ID,Name,State,Category,Prelims_Score,Mains_Score,Interview_Score,Final_Score,AIR (All India Rank),Category_Rank,State_Rank,Selection_Status,Service_Allotted
2024,UPSC897854,Candidate_9003,Delhi,SC,51,448,57,556,969,4622,93,No,None
2022,UPSC566579,Candidate_7494,Tamil Nadu,ST,197,487,169,853,16167,1022,300,Yes,IFS
2024,UPSC955288,Candidate_4157,Tamil Nadu,General,78,349,262,689,2087,434,152,No,None
2021,UPSC800854,Candidate_9162,Uttar Pradesh,General,100,330,111,541,17922,4920,85,No,None
2019,UPSC657784,Candidate_9450,Delhi,EWS,127,819,142,1088,5617,1994,437,Yes,IAS
2022,UPSC147619,Candidate_3774,Maharashtra,EWS,169,768,238,1175,13268,1730,240,Yes,IRS
2021,UPSC112633,Candidate_2240,Karnataka,ST,187,599,245,1031,5714,3843,307,Yes,None
2018,UPSC923792,Candidate_9604,Delhi,OBC,147,703,189,1039,2409,2865,101,Yes,IFS
2019,UPSC258503,Candidate_7567,Tamil Nadu,SC,133,612,66,811,15307,1574,383,Yes,IPS
2021,UPSC749023,Candidate_6270,Delhi,SC,71,746,184,1001,15450,2124,419,Yes,IFS
2023,UPSC772151,Candidate_4021,Delhi,EWS,85,885,186,1156,15365,3421,73,Yes,IPS
2017,UPSC274436,Candidate_2508,West Bengal,General,83,801,210,1094,16187,3301,313,Yes,IFS
2019,UPSC147504,Candidate_5041,Tamil Nadu,EWS,136,738,139,1013,18274,3984,296,Yes,None
2015,UPSC597696,Candidate_7497,West Bengal,OBC,124,408,140,672,5248,4053,157,No,None
2023,UPSC434622,Candidate_5352,West Bengal,EWS,105,730,231,1066,6782,404,291,Yes,IRS
2020,UPSC862556,Candidate_5765,Delhi,General,63,819,68,950,407,4645,142,Yes,IRS
2015,UPSC703177,Candidate_2271,Karnataka,EWS,76,391,160,627,18164,4736,182,No,None
2020,UPSC441250,Candidate_5216,Delhi,OBC,186,529,234,949,1267,1948,193,Yes,IPS
2021,UPSC339726,Candidate_9266,Uttar Pradesh,General,119,438,220,777,1786,2317,295,Yes,None
2020,UPSC166371,Candidate_9176,Tamil Nadu,General,53,345,129,527,13087,531,372,No,None
2021,UPSC616183,Candidate_4656,Uttar Pradesh,ST,110,782,116,1008,10000,7,117,Yes,IRS
2019,UPSC639150,Candidate_5279,West Bengal,General,97,307,82,486,19752,287,496,No,None
2018,UPSC559524,Candidate_5179,Maharashtra,General,172,379,142,693,13153,3566,427,No,None
2022,UPSC236599,Candidate_6047,Maharashtra,General,197,300,180,677,136,3637,243,No,None
2024,UPSC833796,Candidate_6776,Maharashtra,ST,189,897,183,1269,9759,635,443,Yes,IPS
2022,UPSC666183,Candidate_5707,Uttar Pradesh,EWS,89,599,161,849,17296,2119,255,Yes,IAS
2021,UPSC707222,Candidate_3869,Delhi,EWS,63,864,211,1138,11519,1237,342,Yes,IFS
2021,UPSC517233,Candidate_8508,Uttar Pradesh,EWS,59,307,67,433,3437,2555,202,No,None
2015,UPSC198474,Candidate_4909,Karnataka,EWS,98,562,108,768,9626,2835,369,Yes,IPS
2018,UPSC802618,Candidate_1099,Maharashtra,SC,56,342,221,619,17386,3641,466,No,None
2020,UPSC389579,Candidate_7556,Karnataka,EWS,129,606,96,831,2639,382,119,Yes,IRS
2019,UPSC535971,Candidate_7088,Karnataka,EWS,77,886,194,1157,13716,2810,335,Yes,IFS
2019,UPSC282648,Candidate_4930,Karnataka,General,163,872,63,1098,18672,2869,372,Yes,IRS
2021,UPSC719812,Candidate_7392,Delhi,General,123,501,212,836,17618,4066,134,Yes,None
2020,UPSC149064,Candidate_4885,Uttar Pradesh,General,88,505,159,752,12082,2967,236,Yes,IFS
2020,UPSC741239,Candidate_6506,Tamil Nadu,ST,182,449,72,703,10912,901,40,Yes,IRS
2023,UPSC693996,Candidate_8061,West Bengal,OBC,165,853,264,1282,2982,2889,60,Yes,IRS
2015,UPSC725475,Candidate_5604,Tamil Nadu,ST,166,407,124,697,5700,2188,247,No,None
2017,UPSC191099,Candidate_8931,Uttar Pradesh,SC,175,563,97,835,10879,3780,23,Yes,None
2024,UPSC113910,Candidate_2192,Delhi,General,195,480,65,740,2777,219,274,Yes,IRS
2016,UPSC571292,Candidate_4475,Karnataka,SC,104,690,114,908,12509,1416,82,Yes,IRS
2019,UPSC550145,Candidate_4478,West Bengal,ST,150,659,175,984,11255,1521,14,Yes,IFS
2018,UPSC291587,Candidate_8907,Uttar Pradesh,General,193,847,106,1146,14137,2345,156,Yes,IRS
2019,UPSC691354,Candidate_9598,Maharashtra,General,98,565,159,822,11504,3818,426,Yes,IPS
2021,UPSC307403,Candidate_4806,Delhi,ST,145,521,125,791,8829,1941,171,Yes,None
2018,UPSC712344,Candidate_7959,West Bengal,SC,98,635,163,896,8185,2034,261,Yes,IAS
2018,UPSC700938,Candidate_2572,West Bengal,OBC,183,630,202,1015,4187,421,229,Yes,IAS
2023,UPSC479033,Candidate_7109,West Bengal,EWS,64,368,217,649,15938,1563,495,No,None
2021,UPSC967902,Candidate_2861,Uttar Pradesh,OBC,140,678,268,1086,2433,4933,225,Yes,IPS
2019,UPSC529407,Candidate_7725,Tamil Nadu,OBC,53,860,59,972,13436,523,108,Yes,IRS
2023,UPSC861615,Candidate_2520,Delhi,EWS,175,478,163,816,13361,1206,309,Yes,IPS
2019,UPSC810040,Candidate_5879,West Bengal,General,138,540,156,834,17017,878,469,Yes,None
2023,UPSC890456,Candidate_1590,Tamil Nadu,General,179,313,182,674,13846,4375,253,No,None
2017,UPSC625866,Candidate_2749,West Bengal,EWS,102,731,147,980,3601,4063,23,Yes,IPS
2015,UPSC808539,Candidate_3776,Karnataka,EWS,173,730,164,1067,15531,4481,54,Yes,IPS
2018,UPSC915366,Candidate_5597,Karnataka,ST,99,596,130,825,9512,3428,120,Yes,IRS
2016,UPSC772022,Candidate_9548,West Bengal,OBC,184,439,130,753,4347,4086,124,Yes,IFS
2015,UPSC463261,Candidate_5670,Uttar Pradesh,General,181,375,66,622,2119,2392,278,No,None
2019,UPSC319242,Candidate_7408,Uttar Pradesh,EWS,120,827,178,1125,15722,2478,63,Yes,IRS
2017,UPSC791931,Candidate_6860,Karnataka,EWS,131,457,103,691,11982,2406,300,No,None
2024,UPSC111117,Candidate_8148,Delhi,General,62,340,157,559,1321,4732,417,No,None
2022,UPSC760832,Candidate_5710,West Bengal,EWS,89,507,161,757,10788,3267,252,Yes,IFS
2021,UPSC149196,Candidate_9212,Tamil Nadu,OBC,195,516,184,895,1235,3594,392,Yes,IFS
2019,UPSC904428,Candidate_6106,West Bengal,EWS,160,697,138,995,15539,108,378,Yes,IRS
2020,UPSC816448,Candidate_6287,West Bengal,OBC,146,334,148,628,4052,3082,171,No,None
2019,UPSC508319,Candidate_2005,Tamil Nadu,ST,185,835,183,1203,14218,3016,359,Yes,IFS
2015,UPSC642036,Candidate_6264,Uttar Pradesh,OBC,119,498,111,728,18354,185,408,Yes,IPS
2018,UPSC789908,Candidate_3476,Uttar Pradesh,ST,98,819,238,1155,19040,1598,344,Yes,IRS
2022,UPSC417999,Candidate_7422,Delhi,General,58,440,256,754,19134,3264,9,Yes,IPS
2020,UPSC394810,Candidate_1501,Uttar Pradesh,ST,184,659,187,1030,2812,3503,472,Yes,IFS
2019,UPSC391512,Candidate_8767,Maharashtra,EWS,133,894,221,1248,13575,2271,171,Yes,IPS
2020,UPSC453005,Candidate_7037,Delhi,ST,66,558,265,889,6361,49,430,Yes,None
2015,UPSC395675,Candidate_3211,Delhi,General,80,793,195,1068,13480,3413,353,Yes,IPS
2018,UPSC437245,Candidate_7831,Delhi,OBC,171,838,93,1102,14628,3207,264,Yes,IPS
2024,UPSC882383,Candidate_5057,Tamil Nadu,EWS,58,627,177,862,18321,2618,416,Yes,IAS
2023,UPSC472504,Candidate_9071,West Bengal,EWS,113,806,97,1016,4848,1347,435,Yes,None
2020,UPSC320290,Candidate_2761,Karnataka,OBC,101,726,178,1005,5678,249,297,Yes,IFS
2023,UPSC256560,Candidate_7135,Tamil Nadu,ST,113,530,86,729,8094,635,106,Yes,IAS
2023,UPSC691820,Candidate_4047,Karnataka,OBC,86,800,156,1042,5449,20,373,Yes,IAS
2016,UPSC935545,Candidate_9763,Karnataka,EWS,149,877,156,1182,19265,4781,306,Yes,IRS
2024,UPSC422611,Candidate_8132,Tamil Nadu,OBC,92,477,149,718,8026,957,45,Yes,IPS
2020,UPSC800173,Candidate_8132,Uttar Pradesh,OBC,179,856,213,1248,8704,3478,478,Yes,IFS
2021,UPSC692834,Candidate_2790,West Bengal,General,64,455,197,716,2931,4627,344,Yes,IRS
2024,UPSC775350,Candidate_3384,West Bengal,SC,141,785,64,990,5336,1883,491,Yes,IAS
2016,UPSC575116,Candidate_3748,Maharashtra,ST,74,899,60,1033,12494,4582,239,Yes,IAS
2015,UPSC995025,Candidate_1247,West Bengal,OBC,158,663,219,1040,2311,3672,450,Yes,IAS
2015,UPSC945723,Candidate_6443,Tamil Nadu,OBC,99,625,139,863,4543,1455,99,Yes,IAS
2024,UPSC640807,Candidate_3111,West Bengal,ST,132,392,118,642,8047,432,113,No,None
2024,UPSC620551,Candidate_6903,Maharashtra,SC,104,341,183,628,5917,2448,242,No,None
2017,UPSC861034,Candidate_6819,Uttar Pradesh,SC,182,769,50,1001,6352,295,215,Yes,IAS
2019,UPSC556836,Candidate_7880,West Bengal,SC,104,743,78,925,11524,5,461,Yes,IRS
2015,UPSC502157,Candidate_3205,Karnataka,OBC,185,660,256,1101,9639,3743,489,Yes,IFS
2015,UPSC952521,Candidate_9516,Maharashtra,ST,100,314,166,580,18439,2026,445,No,None
2021,UPSC492338,Candidate_5604,Maharashtra,ST,159,640,195,994,8440,847,48,Yes,IRS
2015,UPSC385397,Candidate_5859,Karnataka,General,111,743,261,1115,1613,4944,375,Yes,None
2016,UPSC764218,Candidate_2131,Maharashtra,SC,163,490,205,858,1941,4090,402,Yes,IRS
2024,UPSC989822,Candidate_8793,Uttar Pradesh,OBC,72,646,189,907,1185,2398,469,Yes,IAS
2019,UPSC561667,Candidate_7450,Uttar Pradesh,EWS,164,706,179,1049,17367,2702,387,Yes,IFS
2019,UPSC877583,Candidate_3180,Maharashtra,General,59,515,202,776,12480,1027,352,Yes,None
2024,UPSC305281,Candidate_5504,Delhi,EWS,181,633,271,1085,10154,2542,36,Yes,IRS
2023,UPSC709568,Candidate_2477,Maharashtra,OBC,146,749,86,981,3018,4808,381,Yes,IFS
2015,UPSC220323,Candidate_7264,Uttar Pradesh,General,122,580,117,819,8614,121,465,Yes,IPS
2021,UPSC480982,Candidate_4845,Delhi,OBC,81,545,192,818,2060,1527,25,Yes,None
2015,UPSC850911,Candidate_9774,Tamil Nadu,General,96,544,85,725,8854,4564,101,Yes,IAS
2019,UPSC220607,Candidate_4933,Delhi,ST,137,641,110,888,3270,3105,254,Yes,IAS
2015,UPSC628424,Candidate_2377,West Bengal,General,142,890,60,1092,13731,4830,99,Yes,IAS
2018,UPSC696661,Candidate_9546,West Bengal,OBC,197,677,93,967,14905,2940,224,Yes,IRS
2020,UPSC531363,Candidate_9125,Karnataka,OBC,187,699,145,1031,12819,1257,301,Yes,IPS
2018,UPSC567538,Candidate_5404,Tamil Nadu,General,197,695,55,947,13767,3377,275,Yes,IAS
2024,UPSC528502,Candidate_2611,Maharashtra,ST,69,490,247,806,18387,840,166,Yes,IFS
2022,UPSC646621,Candidate_6099,Maharashtra,EWS,163,595,253,1011,14065,4691,401,Yes,None
2016,UPSC544390,Candidate_4252,Maharashtra,OBC,169,869,71,1109,8768,2522,432,Yes,None
2019,UPSC323710,Candidate_3897,Maharashtra,EWS,165,682,272,1119,3703,840,464,Yes,None
2024,UPSC591071,Candidate_9760,Tamil Nadu,SC,115,827,189,1131,9367,4795,358,Yes,None
2017,UPSC656574,Candidate_7543,Uttar Pradesh,OBC,141,674,149,964,15792,2992,82,Yes,IAS
2022,UPSC756525,Candidate_2933,Karnataka,EWS,110,715,122,947,15708,2939,337,Yes,IPS
2018,UPSC542259,Candidate_8615,West Bengal,EWS,173,711,188,1072,15122,116,13,Yes,IAS
2019,UPSC821919,Candidate_9100,Uttar Pradesh,OBC,83,520,68,671,2761,1654,327,No,None
2021,UPSC880670,Candidate_5120,Uttar Pradesh,ST,118,852,241,1211,5234,2220,417,Yes,IAS
2017,UPSC889023,Candidate_6581,Tamil Nadu,General,176,451,110,737,9448,1222,152,Yes,IPS
2019,UPSC960587,Candidate_6731,Tamil Nadu,EWS,124,390,268,782,4673,1562,488,Yes,IFS
2021,UPSC355586,Candidate_1999,Delhi,OBC,110,612,79,801,9302,3843,235,Yes,IRS
2019,UPSC190073,Candidate_4427,Tamil Nadu,EWS,176,534,270,980,6024,4403,58,Yes,IAS
2022,UPSC858154,Candidate_4200,Maharashtra,OBC,136,582,75,793,15474,3615,51,Yes,None
2018,UPSC896707,Candidate_3860,Maharashtra,ST,141,580,133,854,4408,523,21,Yes,IPS
2023,UPSC944062,Candidate_4334,Delhi,SC,147,690,236,1073,9172,2260,465,Yes,None
2018,UPSC122195,Candidate_2245,West Bengal,SC,163,800,208,1171,4483,4337,298,Yes,IRS
2019,UPSC460844,Candidate_4518,Maharashtra,General,84,845,143,1072,12173,4992,101,Yes,None
2015,UPSC127497,Candidate_8795,Delhi,ST,123,876,72,1071,7639,2430,256,Yes,None
2016,UPSC661106,Candidate_4516,Karnataka,EWS,123,762,128,1013,9946,4883,83,Yes,IFS
2015,UPSC732264,Candidate_1173,Karnataka,SC,188,877,270,1335,4310,1681,413,Yes,IRS
2019,UPSC509132,Candidate_8669,Karnataka,OBC,131,541,75,747,18393,2829,5,Yes,IRS
2017,UPSC992154,Candidate_7161,Uttar Pradesh,General,165,485,137,787,14204,1851,294,Yes,IPS
2020,UPSC706090,Candidate_9108,Uttar Pradesh,ST,63,873,188,1124,7890,1810,46,Yes,IRS
2021,UPSC365925,Candidate_3520,Maharashtra,EWS,63,690,56,809,7334,1918,285,Yes,IRS
2015,UPSC352541,Candidate_3365,Tamil Nadu,EWS,114,555,141,810,8785,4740,57,Yes,IPS
2019,UPSC763844,Candidate_6226,Tamil Nadu,General,72,374,108,554,14128,4653,334,No,None
2021,UPSC837817,Candidate_8776,Karnataka,OBC,184,343,244,771,14120,2293,18,Yes,IRS
2024,UPSC575123,Candidate_8476,Delhi,General,55,442,98,595,10311,163,429,No,None
2020,UPSC274747,Candidate_7371,Karnataka,General,188,347,149,684,3929,453,462,No,None
2015,UPSC236884,Candidate_1417,Karnataka,OBC,67,697,267,1031,5362,2920,369,Yes,None
2024,UPSC610632,Candidate_7894,Tamil Nadu,General,127,513,71,711,13232,497,42,Yes,None
2023,UPSC190898,Candidate_3425,West Bengal,EWS,55,343,213,611,14033,1268,174,No,None
2018,UPSC495308,Candidate_2737,Tamil Nadu,ST,184,849,146,1179,2792,1522,187,Yes,IPS
2023,UPSC886638,Candidate_4196,Maharashtra,General,104,803,165,1072,910,1975,143,Yes,None
2020,UPSC640794,Candidate_2570,Delhi,General,62,480,238,780,5650,1510,204,Yes,IAS
2015,UPSC291440,Candidate_9018,West Bengal,ST,162,729,115,1006,3590,3036,52,Yes,IRS
2024,UPSC203993,Candidate_7192,Karnataka,ST,84,692,79,855,13467,4312,370,Yes,IPS
2019,UPSC510236,Candidate_4903,Delhi,OBC,182,308,135,625,6354,1908,374,No,None
2015,UPSC603620,Candidate_9030,Delhi,SC,143,697,56,896,16706,768,138,Yes,IFS
2021,UPSC290542,Candidate_2741,Delhi,ST,143,546,149,838,7841,3145,77,Yes,None
2021,UPSC326133,Candidate_5660,Tamil Nadu,General,142,548,59,749,11967,1448,117,Yes,IAS
2019,UPSC821645,Candidate_8078,Maharashtra,ST,112,586,73,771,4823,2890,98,Yes,None
2023,UPSC282900,Candidate_3372,Tamil Nadu,ST,81,429,110,620,11262,2982,436,No,None
2019,UPSC259341,Candidate_4696,West Bengal,ST,162,513,97,772,5218,3196,333,Yes,IFS
2022,UPSC991584,Candidate_6107,West Bengal,OBC,112,815,143,1070,18125,1509,389,Yes,IRS
2020,UPSC511320,Candidate_3114,Uttar Pradesh,EWS,171,736,79,986,761,4556,375,Yes,IPS
2016,UPSC272506,Candidate_1375,Tamil Nadu,General,196,442,120,758,14501,2792,319,Yes,IPS
2016,UPSC476439,Candidate_9822,Uttar Pradesh,General,77,677,79,833,18097,1144,444,Yes,IAS
2016,UPSC957743,Candidate_9922,Delhi,SC,197,870,79,1146,10956,3565,91,Yes,IFS
2015,UPSC117770,Candidate_5941,Uttar Pradesh,ST,79,647,214,940,11273,2654,440,Yes,IRS
2021,UPSC925291,Candidate_1769,Delhi,ST,166,664,90,920,14909,2276,422,Yes,IRS
2021,UPSC460492,Candidate_9140,Maharashtra,SC,106,341,93,540,721,4197,214,No,None
2020,UPSC346082,Candidate_6301,Delhi,SC,142,586,245,973,12817,1551,59,Yes,IFS
2021,UPSC550625,Candidate_9391,Maharashtra,OBC,104,593,169,866,1358,4253,341,Yes,IFS
2020,UPSC245384,Candidate_8204,Delhi,SC,165,601,156,922,8229,4961,94,Yes,IRS
2018,UPSC641790,Candidate_4410,Uttar Pradesh,General,129,774,225,1128,1788,2298,398,Yes,IPS
2015,UPSC530146,Candidate_6703,West Bengal,General,162,787,236,1185,14857,3216,306,Yes,IFS
2019,UPSC944464,Candidate_5733,Karnataka,SC,176,529,128,833,5056,3611,227,Yes,IRS
2020,UPSC230623,Candidate_9847,Maharashtra,General,69,410,230,709,19959,3386,232,Yes,IAS
2023,UPSC700744,Candidate_7427,Delhi,OBC,139,346,239,724,13860,1442,219,Yes,IFS
2022,UPSC918115,Candidate_8677,Karnataka,SC,123,734,188,1045,5201,47,184,Yes,IFS
2022,UPSC427720,Candidate_4734,Tamil Nadu,SC,78,408,265,751,17709,2589,412,Yes,None
2023,UPSC699452,Candidate_9933,Tamil Nadu,EWS,122,675,86,883,1046,1784,31,Yes,IFS
2023,UPSC945339,Candidate_3059,Uttar Pradesh,General,112,353,250,715,13668,2257,217,Yes,IAS
2017,UPSC175159,Candidate_1665,Maharashtra,ST,154,892,203,1249,11931,1721,302,Yes,IRS
2024,UPSC553543,Candidate_5150,Tamil Nadu,OBC,152,418,238,808,5026,2691,69,Yes,IPS
2015,UPSC948153,Candidate_6844,West Bengal,General,86,764,215,1065,14676,793,235,Yes,IFS
2023,UPSC259022,Candidate_1958,Karnataka,General,107,356,71,534,279,435,39,No,None
2017,UPSC101075,Candidate_4316,Delhi,General,111,876,129,1116,8098,3467,329,Yes,IFS
2024,UPSC316846,Candidate_5322,Maharashtra,SC,136,858,155,1149,18015,3123,467,Yes,IPS
2018,UPSC269041,Candidate_8162,Tamil Nadu,EWS,188,586,177,951,3966,3930,428,Yes,IAS
2020,UPSC362469,Candidate_1517,Uttar Pradesh,EWS,154,584,155,893,17920,4931,467,Yes,IPS
2017,UPSC780794,Candidate_7439,Karnataka,General,111,737,263,1111,1163,1646,148,Yes,IAS
2024,UPSC107306,Candidate_3625,West Bengal,OBC,101,472,190,763,1083,1244,489,Yes,IFS
2017,UPSC207914,Candidate_3099,Delhi,General,89,333,131,553,11679,4055,341,No,None
2024,UPSC409841,Candidate_7118,Delhi,SC,151,571,273,995,12935,1813,425,Yes,IAS
2015,UPSC309700,Candidate_1911,Uttar Pradesh,General,198,464,76,738,12076,3059,70,Yes,None
2023,UPSC150309,Candidate_7305,Maharashtra,OBC,86,510,198,794,2211,854,497,Yes,None
2015,UPSC819090,Candidate_3633,Uttar Pradesh,OBC,156,847,210,1213,10060,1469,221,Yes,IAS
2022,UPSC719781,Candidate_1630,Delhi,SC,154,560,97,811,9407,2723,75,Yes,IFS
2024,UPSC494752,Candidate_6876,Karnataka,SC,137,302,101,540,2172,3323,337,No,None
2015,UPSC760582,Candidate_5036,West Bengal,EWS,98,651,96,845,17982,1369,101,Yes,IPS
2021,UPSC227913,Candidate_6803,Maharashtra,ST,103,335,111,549,7797,1566,94,No,None
2019,UPSC489960,Candidate_6147,Maharashtra,General,129,413,264,806,18636,1376,222,Yes,IAS
2015,UPSC683149,Candidate_7086,Maharashtra,General,67,501,96,664,2810,3704,402,No,None
2021,UPSC119415,Candidate_2489,West Bengal,OBC,146,737,219,1102,5452,1839,397,Yes,IRS
2022,UPSC982966,Candidate_6851,Tamil Nadu,SC,116,800,116,1032,7180,310,94,Yes,IFS
2023,UPSC826307,Candidate_5342,Uttar Pradesh,OBC,82,430,142,654,17838,2811,237,No,None
2016,UPSC263890,Candidate_7837,West Bengal,OBC,166,403,80,649,5090,4709,231,No,None
2018,UPSC858302,Candidate_9111,Karnataka,SC,102,544,158,804,16410,2177,401,Yes,None
2022,UPSC954588,Candidate_4601,Tamil Nadu,General,119,428,105,652,13706,4067,439,No,None
2018,UPSC522541,Candidate_6521,Karnataka,General,196,763,167,1126,7167,3673,222,Yes,IRS
2020,UPSC999206,Candidate_3691,West Bengal,OBC,76,675,268,1019,5286,1234,428,Yes,None
2017,UPSC839847,Candidate_1136,West Bengal,ST,156,564,97,817,19132,3392,68,Yes,None
2020,UPSC732823,Candidate_6435,West Bengal,SC,140,878,87,1105,18165,4134,302,Yes,IAS
2016,UPSC961759,Candidate_5814,Tamil Nadu,SC,169,693,128,990,15382,552,121,Yes,IFS
2017,UPSC683364,Candidate_8494,Delhi,General,161,679,56,896,11936,3753,87,Yes,IAS
2022,UPSC518992,Candidate_6712,West Bengal,OBC,194,791,170,1155,4140,391,298,Yes,IPS
2019,UPSC142480,Candidate_4338,Maharashtra,EWS,131,403,242,776,1770,378,118,Yes,None
2016,UPSC140536,Candidate_2779,Tamil Nadu,General,184,657,212,1053,407,3647,5,Yes,IPS
2023,UPSC263975,Candidate_8127,Tamil Nadu,SC,139,420,55,614,4318,3463,253,No,None
2021,UPSC105725,Candidate_5305,Karnataka,OBC,59,472,108,639,325,4088,316,No,None
2021,UPSC840396,Candidate_6984,Tamil Nadu,ST,71,770,56,897,11049,3866,144,Yes,IRS
2016,UPSC707559,Candidate_3294,Uttar Pradesh,OBC,183,605,56,844,6235,3473,235,Yes,IFS
2015,UPSC828320,Candidate_6517,Delhi,ST,180,561,225,966,7403,167,19,Yes,IPS
2017,UPSC708215,Candidate_4401,Karnataka,OBC,132,598,113,843,6189,453,442,Yes,IFS
2019,UPSC248145,Candidate_7671,Tamil Nadu,SC,69,788,257,1114,12723,3836,186,Yes,IRS
2015,UPSC620696,Candidate_7119,Uttar Pradesh,SC,83,479,154,716,12004,2552,421,Yes,IPS
2021,UPSC301541,Candidate_8229,Tamil Nadu,SC,114,866,227,1207,679,222,262,Yes,IPS
2016,UPSC817997,Candidate_8619,West Bengal,General,135,894,260,1289,14279,4730,252,Yes,IPS
2021,UPSC941122,Candidate_9436,Uttar Pradesh,OBC,96,523,201,820,145,4084,396,Yes,IPS
2023,UPSC148736,Candidate_6899,West Bengal,OBC,93,382,155,630,13992,3451,373,No,None
2021,UPSC446416,Candidate_3128,Karnataka,SC,130,381,263,774,13849,1938,69,Yes,None
2022,UPSC737704,Candidate_6325,Uttar Pradesh,OBC,117,763,87,967,10898,2857,152,Yes,IRS
2020,UPSC241449,Candidate_7868,Uttar Pradesh,General,119,597,104,820,11754,2832,176,Yes,IRS
2023,UPSC228066,Candidate_9585,Maharashtra,OBC,186,772,82,1040,15107,698,197,Yes,IRS
2023,UPSC982149,Candidate_2458,Maharashtra,EWS,200,764,182,1146,14560,3783,352,Yes,IAS
2019,UPSC512397,Candidate_7723,West Bengal,SC,117,699,225,1041,5480,2083,427,Yes,IPS
2015,UPSC967130,Candidate_7276,Uttar Pradesh,EWS,97,632,201,930,8620,1564,322,Yes,IFS
2020,UPSC985436,Candidate_7670,Maharashtra,EWS,72,586,232,890,4492,894,472,Yes,IAS
2018,UPSC928053,Candidate_4665,Uttar Pradesh,SC,192,529,120,841,17791,2548,333,Yes,IFS
2018,UPSC361429,Candidate_3523,Tamil Nadu,SC,56,549,132,737,18511,1471,141,Yes,None
2015,UPSC121847,Candidate_6694,West Bengal,General,200,642,116,958,5949,4144,159,Yes,IRS
2021,UPSC320226,Candidate_9119,Delhi,OBC,59,862,196,1117,17230,2563,477,Yes,IAS
2022,UPSC168891,Candidate_3152,West Bengal,General,161,807,234,1202,31,2141,13,Yes,None
2020,UPSC745463,Candidate_4309,Delhi,ST,183,802,272,1257,5440,3217,406,Yes,None
2019,UPSC487536,Candidate_5658,West Bengal,General,190,658,216,1064,17990,3099,247,Yes,None
2019,UPSC962593,Candidate_7274,Delhi,General,125,443,253,821,12672,1066,333,Yes,IAS
2016,UPSC584419,Candidate_6972,Tamil Nadu,OBC,86,380,190,656,3459,4274,203,No,None
2016,UPSC680886,Candidate_5364,Uttar Pradesh,EWS,134,674,91,899,9908,1295,144,Yes,IFS
2023,UPSC552749,Candidate_4314,Uttar Pradesh,EWS,74,577,191,842,8210,279,58,Yes,None
2021,UPSC257427,Candidate_2896,Tamil Nadu,OBC,186,678,183,1047,6292,4841,266,Yes,IPS
2018,UPSC530660,Candidate_2121,Uttar Pradesh,OBC,167,451,57,675,9441,3691,415,No,None
2019,UPSC587468,Candidate_8829,Maharashtra,General,190,692,232,1114,19780,3946,318,Yes,None
2023,UPSC807247,Candidate_3937,Karnataka,EWS,148,468,206,822,12240,1240,57,Yes,IAS
2016,UPSC990968,Candidate_8285,Maharashtra,EWS,100,895,155,1150,14624,1764,356,Yes,IFS
2019,UPSC772082,Candidate_3740,Maharashtra,OBC,191,611,77,879,5347,4551,15,Yes,IAS
2017,UPSC172425,Candidate_9128,Delhi,ST,165,819,152,1136,15716,2881,147,Yes,IRS
2020,UPSC233451,Candidate_6493,Karnataka,EWS,176,331,237,744,4100,4589,494,Yes,None
2024,UPSC326746,Candidate_9759,Maharashtra,ST,195,606,122,923,1354,862,217,Yes,IFS
2018,UPSC103337,Candidate_5094,West Bengal,ST,127,556,92,775,10735,2798,26,Yes,IPS
2020,UPSC786447,Candidate_3968,West Bengal,EWS,159,887,114,1160,12708,4320,167,Yes,IFS
2015,UPSC572404,Candidate_1106,Tamil Nadu,EWS,68,669,87,824,8607,1554,204,Yes,IRS
2019,UPSC835160,Candidate_8312,Delhi,EWS,89,837,142,1068,16299,732,491,Yes,IPS
2021,UPSC655525,Candidate_1528,Karnataka,EWS,175,487,94,756,17756,1717,134,Yes,None
2015,UPSC715584,Candidate_4378,Karnataka,EWS,53,414,171,638,16496,2987,112,No,None
2019,UPSC627338,Candidate_2418,West Bengal,ST,111,590,203,904,6154,415,231,Yes,None
2016,UPSC681600,Candidate_9627,Delhi,SC,141,716,216,1073,14310,3811,90,Yes,None
2017,UPSC804637,Candidate_4185,Uttar Pradesh,EWS,90,848,62,1000,15022,2783,428,Yes,IPS
2020,UPSC320665,Candidate_7511,Maharashtra,EWS,72,640,162,874,15788,4941,436,Yes,None
2021,UPSC851731,Candidate_2352,Tamil Nadu,SC,172,823,142,1137,8513,716,490,Yes,IRS
